0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
0.037921,0.043976,0.063055,0.056655,0.05797,0.045181,0.039138,0.032603,0.026447,0.006612,-1.3e-05,-9e-06,-0.006293,-0.006298,-0.005908,-0.006314,0.000375,0.007912,0.000798,0.001214,0.000415,0.000419,8e-06,-0.000405,-2.4e-05,-2e-05,0.000393,0.000404,0.000415,0.000809,0.000386,-4.1e-05,-6.4e-05,-4.3e-05,-2.5e-05,-4.1e-05,-3.2e-05,0.000397,-7e-06,0.000397,0.006774,-3.2e-05,-4.5e-05,0.006681,-9e-06,-3e-06,0.000406,0.006807,0.006796,0.006805,3e-06,-1e-06,7e-06,5e-06,0.000402,-1.6e-05,-1.9e-05,0.007133,0.007232,0.007236,0.01363,0.006818,0.0,2e-06,-0.007251,-0.006824,-0.007251,-0.000427,-0.000424,-0.0,0.007252,0.007256,-2e-06,-3e-06,-2e-06,0.000431,0.000431,-0.0,-1e-06,0.007265,-2e-06,-0.0,0.006833,-1e-06,-1e-06,0.006832,0.006833,0.007273,-3e-06,0.000436,1e-06,3e-06,2e-06,0.000444,0.000447,0.000446,0.007289,-2e-06,0.006847,0.006854,0.00686,0.000458,-0.0,-5e-06,0.0,3e-06,0.000457,3e-06,0.0,-4e-06,-3e-06,-1.7e-05,-1.6e-05,-0.000464,-0.007707,-0.014954,-0.022214,-0.022335,-0.029177,-0.022481,-0.01591,-0.022755,-0.022364,-0.022831,-0.030105,-0.030218,-0.023442,-0.023585,-0.02373,-0.016796,-0.023126,-0.016969,-0.017103,0.010155,0.045117,0.073748,0.096022,0.112928,0.115678,0.116571,0.095204,0.066197,0.028444,0.005983,-0.021977,-0.036183
0.042729,0.04625,0.04563,0.018129,-0.013671,-0.021995,-0.014793,-0.007129,-0.013695,-0.009956,-0.005259,-0.003728,-0.0082,-0.00825,-0.013684,-0.00804,-0.008032,-0.016903,-0.010943,-0.014783,-0.003262,-0.003255,0.001118,0.005277,-0.001976,-0.001704,-0.00589,-0.004864,-0.003793,-0.009557,-0.006,-0.002976,-0.004813,-0.003355,-0.00196,-0.003042,-0.002524,-0.005738,-0.000507,-0.005724,-0.000753,-0.002781,-0.00383,-0.001815,-0.000895,-0.000335,-0.005396,0.000968,-9e-05,0.000898,-1.6e-05,-8e-06,0.000437,2.1e-05,-0.006638,-0.002209,-0.002354,-0.005808,-0.005081,-0.005127,-5.8e-05,-0.001155,-0.002455,-0.00185,0.003731,-0.001526,0.002966,0.002951,0.003265,-0.000862,-0.005096,-0.004257,0.000767,-0.000691,-0.000465,-0.005454,-0.00549,-0.000241,0.00043,-0.004046,0.00093,-4.8e-05,0.000962,0.000196,3.6e-05,0.000724,0.000256,-0.005276,-3e-06,-0.005018,-0.000707,-0.001012,-9.7e-05,-0.005417,-0.005921,-0.005512,-0.004737,-6.5e-05,0.000107,-0.000413,-0.000859,-0.005944,3.7e-05,0.000417,-1.8e-05,-0.000422,-0.005808,-0.000359,2.7e-05,0.000249,0.000299,0.001794,0.001787,0.006973,0.007962,0.009518,0.011986,0.004741,0.003844,0.004423,0.013019,0.015184,0.010465,0.014096,0.017198,0.015255,0.014033,0.012759,0.022111,0.032756,0.039752,0.046393,0.035306,0.006793,-0.02494,-0.035168,-0.035894,-0.036111,-0.034449,-0.023543,-0.009154,-0.003238,0.015276,0.025643,0.027075,0.037683
-0.037305,-0.043274,-0.044806,-0.031496,-0.022669,-0.019827,-0.014246,-0.016407,-0.01265,-0.008291,-0.004124,-0.002924,0.002545,0.002514,0.006704,0.002685,0.002165,0.011626,0.008368,0.01386,0.00594,0.005945,0.000882,-0.00435,-0.001553,-0.00134,0.003871,0.004682,0.005527,0.009505,0.003793,-0.002345,-0.003798,-0.002655,-0.001556,-0.002415,-0.002008,0.004,-0.000406,0.004009,-0.001136,-0.002221,-0.003061,-0.002109,-0.000716,-0.000269,0.004272,0.00024,-0.000612,0.00018,-1.2e-05,-9e-06,0.000353,2e-05,0.003281,-0.00177,-0.001891,0.003345,0.003979,0.003939,-0.001159,-0.001491,-0.001985,-0.001497,-0.005068,-0.000676,-0.005685,-0.006252,-0.005998,-0.000703,0.003961,0.004638,0.000619,-0.000568,-0.000382,0.004226,0.004197,-0.000199,0.00035,0.004815,0.000754,-4.1e-05,0.000221,0.000155,2.5e-05,2.5e-05,-0.000356,0.003811,-6e-06,0.004588,-0.000577,-0.000825,-7.9e-05,0.004264,0.003855,0.004186,0.004249,-5.5e-05,-0.000487,-0.000912,-0.001276,0.003838,2.8e-05,0.000339,-1.7e-05,-0.000346,0.003947,-0.000296,2e-05,0.000201,0.000243,0.001459,0.001455,-0.003,-0.01028,-0.017103,-0.023198,-0.029258,-0.029545,-0.029736,-0.031895,-0.029567,-0.024791,-0.030595,-0.036335,-0.038107,-0.039883,-0.041251,-0.041978,-0.041777,-0.034695,-0.047117,-0.048339,-0.049953,-0.046667,-0.051269,-0.045064,-0.028926,-0.009056,0.012227,0.03934,0.058141,0.070789,0.073305,0.084847,0.083911
-2.132498,-2.83995,-1.746502,-3.876312,-0.532265,-1.572693,-1.164572,0.483693,0.031499,-0.001038,-0.796768,0.002343,-0.437945,0.0152,0.10262,-0.369416,-0.036784,-0.117717,0.204265,0.170602,0.047664,-0.036861,-0.007067,-0.401119,0.005001,0.000615,-0.04879,-0.057541,-0.050224,-0.085452,-0.03303,-0.000345,-0.001754,-0.002524,2.2e-05,-0.001804,-0.014387,-0.036473,-0.00014,-0.049802,-0.013822,-0.001018,0.04005,1.524317,-0.002265,-7.2e-05,-0.036476,0.002041,0.002026,0.003808,-0.009575,0.739099,-0.005134,0.146567,0.006742,0.041258,-0.004444,1.962114,-0.041043,-0.037677,0.346915,-0.001381,-0.000265,-0.00029,0.048914,0.007369,0.017758,-0.14572,-0.007724,0.001476,-0.034539,0.340542,-0.003907,-0.003335,-2.2e-05,-0.03645,-0.048206,-0.020424,0.25506,0.007446,-0.009866,-6.6e-05,0.002146,-0.008974,-0.017432,0.012002,0.204203,-0.048145,0.556029,0.258916,-0.004671,-0.002007,-0.004328,-0.043138,0.09232,-0.054311,-0.034712,-0.013188,-0.00267,-0.003007,-0.005525,-0.043236,9e-06,-0.012337,-0.004447,-0.00052,0.533571,-0.003275,-0.000369,5.2e-05,-0.163304,-0.234571,-0.040791,0.089172,0.108141,0.119762,0.142812,1.981168,-0.192277,1.883929,-0.166545,0.233286,-0.48066,-0.007169,-0.169817,0.208328,-0.302047,-0.667772,-0.871283,-0.592758,-0.892363,-1.917114,-1.412953,-1.640383,1.718747,1.004694,0.46018,1.042875,1.093368,2.172348,0.413146,-0.12255,-0.377825,-0.271575,-0.194525,0.204115
-3.786081,-4.727257,-3.873577,-6.578588,-3.787639,-3.275656,-3.309311,-0.891963,-0.168814,-0.071673,-2.100213,0.025403,-0.805452,-0.097562,-0.158217,-0.971574,0.032546,0.121351,0.759028,0.732001,0.201487,-0.009724,0.006306,0.309903,-0.003184,-0.000566,0.110357,0.107536,0.010326,0.019369,0.023121,-0.000795,0.014452,0.012601,8.8e-05,0.01445,0.113127,0.010489,-9.3e-05,0.011984,-0.008997,0.000111,0.085264,2.578358,0.014109,-6e-05,0.010424,-0.015235,-0.015221,-0.029539,0.104395,0.601303,-0.003328,0.23224,0.078304,0.079271,0.00924,2.264045,-0.011391,-0.01215,-0.008208,-0.015728,-0.000228,-0.000317,-0.001923,0.010439,0.033869,0.13185,0.03158,-0.001645,-0.00562,-0.273154,0.000809,0.011919,-4.6e-05,0.010161,0.011681,0.007443,-0.184337,-0.056535,0.005322,0.00035,-0.015039,0.004787,0.007508,-0.030239,-0.171242,0.000996,-0.393676,-0.209024,0.016329,0.014799,0.002799,0.008897,-0.09042,0.018447,-0.004749,0.003892,-0.012296,-0.014507,-0.003487,0.01377,0.000278,0.097309,0.002675,0.000527,-0.396409,0.002042,0.000411,0.000114,0.125077,0.165409,0.041162,0.269812,0.05012,0.070854,-0.076766,2.153861,0.321185,2.624972,0.66883,2.765495,0.502658,1.455767,0.657187,1.473294,0.489205,-0.160965,-1.437094,0.541373,0.620779,-0.414979,1.713328,2.900874,6.555983,1.915541,0.257565,-0.356169,-0.693531,0.143928,-0.581466,-0.586682,-1.797349,-1.850645,-0.127739,-0.45114
-4.4076,-5.424684,-4.578386,-9.032789,0.0191,-4.290655,-4.473667,-0.344986,0.121909,0.161199,1.244515,-0.02091,-1.47164,-0.21922,-0.280181,-0.051677,-0.040421,-0.195897,-0.511996,-0.56323,-0.129124,0.012059,0.00681,0.250782,0.000233,-0.000243,-0.189959,-0.200167,-0.027978,-0.047911,-0.025866,0.001274,-0.024357,-0.02339,0.000261,-0.02474,-0.19703,-0.018305,-0.000154,-0.025192,0.028035,0.000739,0.101262,4.647003,-0.024959,-0.000118,-0.018358,0.029164,0.029191,0.054145,-0.160872,1.295127,0.001995,0.419704,0.10746,0.101743,-0.023644,4.517323,0.014296,0.014166,-0.191215,0.030075,-0.000285,-0.000319,-0.01125,-0.030645,0.010792,0.112501,0.053754,-0.001579,0.009699,-0.141475,0.000818,-0.023354,1.5e-05,-0.018433,-0.024536,-0.003061,-0.108546,0.005408,0.001256,0.000535,0.02959,0.001011,-0.001012,0.012206,-0.058691,0.01215,-0.216573,-0.14922,-0.023687,-0.024091,0.001226,-0.015071,-0.081396,-0.018735,0.011438,-0.004394,0.030292,0.031464,-0.004789,-0.017463,0.000496,-0.172749,0.000848,0.000463,-0.233588,0.000732,0.000426,0.000251,0.076621,0.133624,0.036248,-0.03978,-0.049625,-0.084612,0.11352,4.765971,0.054562,4.665543,0.68644,-1.199036,0.269289,1.967879,0.798723,1.538049,0.274119,1.089242,2.483257,0.964895,1.021001,0.250151,0.238071,-1.488692,0.293776,-0.30375,-1.070714,-1.502581,-1.469807,-0.457628,-0.426265,0.688068,2.018701,1.909578,0.151531,-0.11298
0.019419,0.026008,0.025847,0.019274,0.019154,0.019142,0.019043,0.012169,0.019065,0.005436,0.005586,-0.001224,-0.001109,-0.008017,-0.001034,-0.000888,-0.007494,-0.000212,2e-05,-0.006488,-0.006162,0.000636,0.00065,0.000563,0.007127,0.007112,0.006988,0.006831,5.9e-05,0.000113,0.006947,0.007103,0.000324,0.000381,0.00042,0.00053,0.000433,0.00021,0.007076,9.7e-05,-4.1e-05,0.000132,0.000147,-0.007005,-1e-06,-0.006759,-0.013798,-0.00704,-0.006901,-0.0071,-0.007208,-0.00703,-0.00732,-0.014222,-0.007189,-0.014173,-0.007379,-0.014308,-0.014432,-0.014575,-0.007414,0.000108,-0.006765,0.000361,0.000671,3.7e-05,0.007271,0.007411,-4e-06,0.000313,0.000523,0.000291,-0.006791,-0.006659,0.00026,-6.6e-05,0.007205,0.000339,6.5e-05,-2e-06,3.5e-05,-7.4e-05,-0.007092,-7.4e-05,-0.000104,-0.000321,0.000111,7.5e-05,2e-06,-8.2e-05,-2.1e-05,-0.000101,-1.9e-05,7.9e-05,0.0,-0.006884,2.5e-05,0.006717,-9.7e-05,-0.006807,1e-06,-0.000144,-8.3e-05,0.000128,-0.000378,-0.00059,-2.3e-05,-0.000421,-0.007479,-0.000287,-0.000462,-0.007006,-7.9e-05,-0.000206,0.000223,0.021106,0.020891,0.020679,0.020887,0.006891,-0.000152,-0.000385,-0.000477,-9.1e-05,0.000116,0.006894,-0.00014,-6e-06,0.000142,0.000279,0.00051,0.000511,0.000634,0.000827,0.000874,-0.005816,0.000908,0.000494,-0.006732,-0.000127,-0.00065,-0.000814,-0.001106,0.005408,0.012335,0.019128
-0.006344,-0.007781,-0.009711,-0.008847,-0.015662,-0.011285,-0.018455,-0.020233,-0.020288,-0.025776,-0.024744,-0.023789,-0.022789,-0.027454,-0.021612,-0.014668,-0.004928,-0.00225,0.005531,0.010787,0.014057,0.006401,0.006671,0.005848,-0.003805,0.001506,0.005685,-0.001589,0.000633,0.006831,-0.000291,0.007212,0.003684,0.004345,-0.000764,0.000487,-0.000561,0.002453,0.007366,0.006734,0.005065,0.007115,0.007318,-0.001226,-5.9e-05,0.00168,0.0001,-0.001443,0.005576,-0.001076,-0.003102,-0.001161,-0.008423,-0.008954,-0.002442,-0.002813,-0.009418,-0.003643,-0.004602,-0.005529,-0.003814,0.005944,0.001852,0.003117,0.005878,-0.004673,-0.002348,0.003993,-9e-06,0.007929,0.009827,0.00266,0.001412,0.002584,0.007391,-0.000591,0.007428,0.008064,0.005617,-2.3e-05,0.000302,0.004371,-0.001463,0.004346,0.004086,-0.00288,0.005981,0.000621,9e-06,-0.000731,-0.00019,-0.000905,-0.000183,0.000693,4e-06,0.000355,0.00022,-0.001836,0.004164,0.001022,4e-06,-0.001294,-0.000746,0.006133,-0.003343,-0.005207,0.004787,-0.003753,-0.004849,0.002457,-0.004087,0.004367,-0.000822,-0.001805,0.006752,0.017857,0.016355,0.010741,0.012342,0.005003,0.003362,0.002154,-0.004442,-0.006301,-0.004113,-0.005478,-0.001376,0.005917,0.001385,0.002788,0.005182,0.005263,0.006474,0.013846,0.009003,0.010349,0.014471,0.01042,0.000644,-0.001352,-0.006587,-0.00826,-0.011044,-0.014632,-0.014582,-0.022075
-0.00576,-0.007105,-0.008906,-0.008159,-0.005462,-0.010495,-0.008162,-0.00984,-0.010053,-0.006002,-0.00514,-0.004175,-0.003313,0.001558,-0.002291,-0.004945,-0.004766,-0.002221,-0.004007,0.001266,0.004449,0.006251,0.006494,0.00566,0.005564,0.001348,-0.003962,-0.001645,0.000604,-0.002748,-0.000385,-0.002484,0.003547,0.004172,0.008554,0.009735,0.008715,0.002326,-0.002377,-0.002858,-0.004425,-0.00249,-0.002295,-0.001034,-5.2e-05,0.001706,0.000331,-0.001243,-0.003826,-0.001097,-0.002833,-0.000998,0.001142,0.000928,-0.002233,-0.002508,0.00037,-0.003346,-0.004289,-0.005226,-0.003634,-0.003584,0.001853,0.003034,0.005687,0.004818,0.007004,0.003779,-1.6e-05,-0.001693,0.000126,0.002547,0.001415,0.002531,-0.002236,-0.000559,-0.002238,-0.001575,-0.003901,-2e-05,0.000289,-0.005086,-0.001332,-0.005107,-0.005357,-0.00275,-0.003546,0.000595,9e-06,-0.000699,-0.000183,-0.000868,-0.000175,0.000664,3e-06,0.000402,0.000212,-0.001816,-0.005282,0.001037,4e-06,-0.001237,-0.000711,-0.003388,-0.003211,-0.005006,-0.004678,-0.003624,-0.004635,-0.006946,-0.003977,-0.005018,-0.000765,-0.001766,-0.002716,-0.010751,-0.012241,-0.008584,-0.006854,-0.004517,-0.006015,-0.007111,-0.004201,0.003145,0.005313,0.003895,-0.001348,-0.003446,0.001355,0.002731,0.005071,0.005128,0.006292,0.004127,0.008662,0.009966,0.004593,0.000716,0.000705,-0.001265,-0.006228,-0.007861,-0.0106,-0.014183,-0.014402,-0.012684
-0.168054,-0.094221,0.00854,-0.045937,-0.034556,-1.4e-05,-0.034714,-0.040562,-0.038924,-0.224441,-0.074211,1.478377,-0.127391,-0.097509,-0.051461,-0.031163,0.144436,-0.014691,0.041204,-0.001065,1.540569,0.091192,-0.040464,-0.050004,-0.059729,-0.000837,0.076729,-0.129006,-0.065889,0.487567,-0.123847,-0.018903,-0.016033,0.470571,-0.041557,-0.043161,-0.035908,-0.000761,0.038733,0.030377,-0.132384,-0.117156,0.01507,0.344188,-0.081351,-0.039494,0.066231,-0.006277,0.033349,4.779164,-0.034239,-0.147977,4.508975,-0.300472,-0.05049,-0.146077,-0.391015,-0.247966,0.263881,-0.045557,0.022883,0.029306,-0.003872,-0.00188,0.134016,0.102248,-0.036861,-0.002154,0.002022,0.035339,0.03574,-0.001954,0.503234,0.001327,1.143435,0.010783,0.044696,0.036297,0.046172,-0.00017,-0.000442,0.034507,-0.002068,0.035346,0.020001,0.007761,0.046475,0.001885,-0.00027,0.008278,-6.2e-05,-0.000695,-0.000147,0.000366,0.00967,0.159469,-0.001789,0.000756,0.03503,-0.000435,0.321366,5.4e-05,0.004614,-0.00482,-0.006715,-0.103148,0.03293,-0.001354,0.001075,0.118292,0.253781,-1.452385,-1.363631,0.288258,-1.199642,0.087459,-0.65946,-3.937396,-1.103156,0.263124,0.28681,-3.287671,-3.18501,0.289845,-0.059611,0.413094,1.245277,4.048578,0.348751,0.358192,-0.273941,0.342223,0.345189,0.730724,0.746785,-0.323391,-0.349626,0.885398,-0.373462,-0.347567,-0.258191,-0.406669,0.889418,-0.146946,0.719935,-0.293734
